task_identifier,task_description,golden_steps,app_package,app_name,trajectory_id,original_goal,task_reasonable,task_completed,task_id,difficulty_level,core_functionality,variation_type,prerequisites
260116174831.760255_51F7392F82D49D0B-002,"In the Broccoli Recipe app, find all recipes where the description contains the phrase 'any time of the day'. For each of these recipes, replace that specific phrase with 'a perfect meal' without changing the rest of the description.",18,com.flauschcode.broccoli,Broccoli Recipe,260116174831.760255_51F7392F82D49D0B,"Tap the three-dot menu, select ""Edit"", change the recipe title to ""Spicy Avocado Toast with Egg"", and save your changes.",TRUE,TRUE,task_2,,Batch conditional text replacement,scenario_application,The app should contain at least two recipes with the specified phrase in their description.
260116174831.760255_51F7392F82D49D0B-003,"In the Broccoli Recipe app, first create a new category named 'Temporary'. Assign the 'Avocado Toast with Egg' recipe to this 'Temporary' category. Then, navigate to the category management screen and rename the 'Temporary' category to 'Breakfast Favorites'.",17,com.flauschcode.broccoli,Broccoli Recipe,260116174831.760255_51F7392F82D49D0B,"Tap the three-dot menu, select ""Edit"", change the recipe title to ""Spicy Avocado Toast with Egg"", and save your changes.",TRUE,TRUE,task_3,,"Category management (create, assign, rename)",step_progression,The 'Avocado Toast with Egg' recipe must exist.
260116174831.760255_51F7392F82D49D0B-004,"In the Broccoli Recipe app, find the total serving size of all recipes with 'Chicken' in the title and the total serving size of all recipes with 'Cod' in the title. Report which ingredient, Chicken or Cod, has a higher total serving size across all its recipes.",22,com.flauschcode.broccoli,Broccoli Recipe,260116174831.760255_51F7392F82D49D0B,"Tap the three-dot menu, select ""Edit"", change the recipe title to ""Spicy Avocado Toast with Egg"", and save your changes.",TRUE,TRUE,task_4,,"Search, Data aggregation, Comparison, Question-answering",scenario_application,The app must contain at least one 'Chicken' recipe and one 'Cod' recipe.
260116174831.760255_51F7392F82D49D0B-005,"In the Broccoli Recipe app, find the 'Avocado Toast with Egg' recipe and copy its entire 'Directions' text. Then, create a new recipe titled 'My Version of Toast', paste the copied directions, and then add a new first step: '1. Preheat oven to 350F.'. Set servings to 1 and preparation time to 25 mins.",20,com.flauschcode.broccoli,Broccoli Recipe,260116174831.760255_51F7392F82D49D0B,"Tap the three-dot menu, select ""Edit"", change the recipe title to ""Spicy Avocado Toast with Egg"", and save your changes.",TRUE,TRUE,task_5,,"Data transfer between recipes, Recipe creation, Text editing",step_progression,The 'Avocado Toast with Egg' recipe must exist.
260116174831.760255_51F7392F82D49D0B-006,"In the Broccoli Recipe app, start the cooking assistant for every recipe that has more than one numbered step in its directions. For each of these recipes, navigate to the second step and then immediately exit the assistant without finishing.",26,com.flauschcode.broccoli,Broccoli Recipe,260116174831.760255_51F7392F82D49D0B,"Tap the three-dot menu, select ""Edit"", change the recipe title to ""Spicy Avocado Toast with Egg"", and save your changes.",TRUE,TRUE,task_6,,"Conditional action, Sub-feature navigation (Cooking Assistant)",scenario_application,The app should contain at least two recipes with two or more direction steps.
260116174831.760255_51F7392F82D49D0B-007,"In the Broccoli Recipe app, find all recipes that are not assigned to any category. For each of these uncategorized recipes, edit the description to begin with 'UNCATEGORIZED: ' and change their serving size to 1.",24,com.flauschcode.broccoli,Broccoli Recipe,260116174831.760255_51F7392F82D49D0B,"Tap the three-dot menu, select ""Edit"", change the recipe title to ""Spicy Avocado Toast with Egg"", and save your changes.",TRUE,TRUE,task_7,,Batch conditional editing,scenario_application,The app must contain at least two recipes that are not in any category.
260116180456.039879_F5E23FB0D6FDF671-001,"In the Broccoli Recipe app, find all recipes that have 'Cod' in their title and change their serving size to 4.",20,com.flauschcode.broccoli,Broccoli Recipe,260116180456.039879_F5E23FB0D6FDF671,"Tap the three-dot menu, select ""Edit"", change the serving size from 2 to 1, and save the recipe.",TRUE,FALSE,task_1,,Batch editing based on a search/filter condition.,scenario_application,"The app must contain at least one recipe with 'Cod' in the title, such as 'Baked Cod with Lemon and Dill'."
260116180456.039879_F5E23FB0D6FDF671-002,"In the Broccoli Recipe app, find the 'Baked Cod with Lemon and Dill' recipe, start its cooking assistant, and navigate through all the direction steps until you reach the end.",15,com.flauschcode.broccoli,Broccoli Recipe,260116180456.039879_F5E23FB0D6FDF671,"Tap the three-dot menu, select ""Edit"", change the serving size from 2 to 1, and save the recipe.",TRUE,FALSE,task_2,,Using the cooking assistant feature.,step_progression,The 'Baked Cod with Lemon and Dill' recipe must exist.
260116180456.039879_F5E23FB0D6FDF671-003,"In the Broccoli Recipe app, create a new category named 'Fish Dishes'. Then, find all recipes with 'Cod' in the title and assign them to this new category.",25,com.flauschcode.broccoli,Broccoli Recipe,260116180456.039879_F5E23FB0D6FDF671,"Tap the three-dot menu, select ""Edit"", change the serving size from 2 to 1, and save the recipe.",TRUE,FALSE,task_3,,Category creation and batch assignment of recipes to a category.,scenario_application,The app must contain at least one recipe with 'Cod' in the title.
260116180456.039879_F5E23FB0D6FDF671-004,"In the Broccoli Recipe app, find the preparation time for the 'Baked Cod with Lemon and Dill' recipe. Then, create a new recipe called 'Quick Salmon' with a preparation time that is exactly half of the cod recipe's time, and set its servings to 2.",26,com.flauschcode.broccoli,Broccoli Recipe,260116180456.039879_F5E23FB0D6FDF671,"Tap the three-dot menu, select ""Edit"", change the serving size from 2 to 1, and save the recipe.",TRUE,FALSE,task_4,,Information retrieval from one item to inform the creation of another.,step_progression,The 'Baked Cod with Lemon and Dill' recipe must exist and have a parsable preparation time.
260116180456.039879_F5E23FB0D6FDF671-005,"In the Broccoli Recipe app, find all recipes with 'with' in the title and mark each one as a favorite. Afterwards, use the filter on the main screen to show only 'Favorites'.",18,com.flauschcode.broccoli,Broccoli Recipe,260116180456.039879_F5E23FB0D6FDF671,"Tap the three-dot menu, select ""Edit"", change the serving size from 2 to 1, and save the recipe.",TRUE,FALSE,task_5,,Batch favoriting and using the main screen filter.,scenario_application,"The app must contain at least one recipe with 'with' in the title, such as 'Baked Cod with Lemon and Dill'."
260116180456.039879_F5E23FB0D6FDF671-006,"In the Broccoli Recipe app, delete all recipes that have a preparation time of 2 hours or more AND serve 8 people or more.",22,com.flauschcode.broccoli,Broccoli Recipe,260116180456.039879_F5E23FB0D6FDF671,"Tap the three-dot menu, select ""Edit"", change the serving size from 2 to 1, and save the recipe.",TRUE,FALSE,task_6,,Conditional batch deletion based on multiple criteria.,scenario_application,"The app must contain at least one recipe matching these criteria, like the 'Baked Cod with Lemon and Dill' recipe shown in the screenshots."
260116180717.800809_8CA78843C74B4509-001,"In the Broccoli Recipe app, find all recipes that are exact duplicates. For each set of duplicates, keep one recipe and delete the others. Then, for each of the remaining unique recipes, if its title contains 'Beef' or 'Cod', assign it to a new category called 'Non-Poultry'.",25,com.flauschcode.broccoli,Broccoli Recipe,260116180717.800809_8CA78843C74B4509,"Use the search icon to find recipes containing ""Chicken"" and open the ""BBQ Chicken Quesadillas"" recipe from the results.",TRUE,TRUE,task_1,,"Batch deletion, category creation, conditional item editing",scenario_application,"The app must contain at least one set of duplicate recipes, including one with 'Beef' or 'Cod' in the title."
260116180717.800809_8CA78843C74B4509-002,"In the Broccoli Recipe app, search for all recipes containing 'Chicken'. For every resulting recipe that has a preparation time of 2 hours or more, edit its description to read 'Requires long preparation time.'.",22,com.flauschcode.broccoli,Broccoli Recipe,260116180717.800809_8CA78843C74B4509,"Use the search icon to find recipes containing ""Chicken"" and open the ""BBQ Chicken Quesadillas"" recipe from the results.",TRUE,TRUE,task_2,,"Search, conditional editing, batch operations",scenario_application,"The app must contain recipes with 'Chicken' in the title, and at least one of them must have a preparation time of 2 hours or more."
260116180717.800809_8CA78843C74B4509-003,"In the Broccoli Recipe app, start the cooking assistant for the 'Beef Stir Fry' recipe and read the first direction step. Exit the assistant. Then, find all recipes titled 'Baked Cod with Lemon and Dill' and replace their entire description with the text of the direction step you just read.",20,com.flauschcode.broccoli,Broccoli Recipe,260116180717.800809_8CA78843C74B4509,"Use the search icon to find recipes containing ""Chicken"" and open the ""BBQ Chicken Quesadillas"" recipe from the results.",TRUE,TRUE,task_3,,"Cooking assistant usage, information extraction, batch editing",step_progression,The app must contain a 'Beef Stir Fry' recipe with at least one direction and at least one 'Baked Cod with Lemon and Dill' recipe.
260116180717.800809_8CA78843C74B4509-004,"In the Broccoli Recipe app, find the total number of servings for all recipes titled 'BBQ Chicken Quesadillas'. Then, find the preparation time for the 'Beef Stir Fry' recipe. Finally, create a new recipe titled 'Party Meal' where the serving size is the total you calculated and the preparation time is the time you found for the stir fry.",18,com.flauschcode.broccoli,Broccoli Recipe,260116180717.800809_8CA78843C74B4509,"Use the search icon to find recipes containing ""Chicken"" and open the ""BBQ Chicken Quesadillas"" recipe from the results.",TRUE,TRUE,task_4,,"Information extraction, calculation, recipe creation",scenario_application,The app must contain at least one 'BBQ Chicken Quesadillas' recipe and one 'Beef Stir Fry' recipe with visible serving and preparation time details.
260116180717.800809_8CA78843C74B4509-005,"In the Broccoli Recipe app, create a new category called 'Beef Dishes'. Assign all recipes with 'Beef' in the title to this category. Then, filter the main view to show only 'Beef Dishes' and mark all of them as favorites.",24,com.flauschcode.broccoli,Broccoli Recipe,260116180717.800809_8CA78843C74B4509,"Use the search icon to find recipes containing ""Chicken"" and open the ""BBQ Chicken Quesadillas"" recipe from the results.",TRUE,TRUE,task_5,,"Category management, batch assignment, filtering, batch favoriting",step_progression,The app must contain at least one recipe with 'Beef' in the title.
260116180717.800809_8CA78843C74B4509-006,"In the Broccoli Recipe app, find all recipes that are exact duplicates. For each set of duplicates, edit one copy to have a serving size of '1' and a preparation time of '10 mins'. Edit the other copy to have a serving size of '5' and a preparation time of '50 mins'.",28,com.flauschcode.broccoli,Broccoli Recipe,260116180717.800809_8CA78843C74B4509,"Use the search icon to find recipes containing ""Chicken"" and open the ""BBQ Chicken Quesadillas"" recipe from the results.",TRUE,TRUE,task_6,,"Batch editing, duplicate management",scenario_application,The app must contain at least one set of duplicate recipes.
260116180717.800809_8CA78843C74B4509-007,"In the Broccoli Recipe app, open the 'Beef Stir Fry' recipe and copy its description. Then, find all recipes titled 'BBQ Chicken Quesadillas' and append this copied description to their existing descriptions.",19,com.flauschcode.broccoli,Broccoli Recipe,260116180717.800809_8CA78843C74B4509,"Use the search icon to find recipes containing ""Chicken"" and open the ""BBQ Chicken Quesadillas"" recipe from the results.",TRUE,TRUE,task_7,,"Information extraction, batch editing",scenario_application,The app must contain a 'Beef Stir Fry' recipe and at least one 'BBQ Chicken Quesadillas' recipe.
260116180813.895881_95EB7F0CAB1E422A-001,"In the Broccoli Recipe app, move all recipes currently in the 'Poultry' and 'Seafood' categories into a new category called 'Main Courses'. After moving them, delete the now-empty 'Poultry' and 'Seafood' categories.",28,com.flauschcode.broccoli,Broccoli Recipe,260116180813.895881_95EB7F0CAB1E422A,"Tap the heart icon to add the ""BBQ Chicken Quesadillas"" recipe to your favorites.",TRUE,TRUE,task_1,,Batch Category Management,scenario_application,The app must contain recipes assigned to 'Poultry' and 'Seafood' categories.
260116180813.895881_95EB7F0CAB1E422A-002,"In the Broccoli Recipe app, find all recipes that are currently marked as favorites. For each of these recipes, if the preparation time is 30 minutes or more, append '(Long Prep)' to its title. If the preparation time is less than 30 minutes, append '(Quick Prep)' to its title.",22,com.flauschcode.broccoli,Broccoli Recipe,260116180813.895881_95EB7F0CAB1E422A,"Tap the heart icon to add the ""BBQ Chicken Quesadillas"" recipe to your favorites.",TRUE,TRUE,task_2,,Conditional Batch Editing,step_progression,The app must contain several recipes marked as favorites with varying preparation times.
260116180813.895881_95EB7F0CAB1E422A-003,"In the Broccoli Recipe app, calculate the total number of servings across all recipes that have 'with' in their title. Then, create a new recipe titled 'Total Servings Dish' where the serving size is the number you calculated and the preparation time is '10 mins'.",19,com.flauschcode.broccoli,Broccoli Recipe,260116180813.895881_95EB7F0CAB1E422A,"Tap the heart icon to add the ""BBQ Chicken Quesadillas"" recipe to your favorites.",TRUE,TRUE,task_3,,Information Retrieval and Creation,scenario_application,The app must contain multiple recipes with the word 'with' in their titles.
260116180813.895881_95EB7F0CAB1E422A-004,"In the Broccoli Recipe app, start the cooking assistant for the 'Beef Stir Fry' recipe. Read the final direction step. Exit the assistant, then create a new recipe where the title is 'Final Step' and the entire description is the text of the direction step you just read.",17,com.flauschcode.broccoli,Broccoli Recipe,260116180813.895881_95EB7F0CAB1E422A,"Tap the heart icon to add the ""BBQ Chicken Quesadillas"" recipe to your favorites.",TRUE,TRUE,task_4,,Cross-Feature Data Transfer,step_progression,The app must contain a recipe named 'Beef Stir Fry' with multiple direction steps.
260116180813.895881_95EB7F0CAB1E422A-005,"In the Broccoli Recipe app, create a new category called 'Archive'. Assign every recipe to this category, except for 'Avocado Toast with Egg'. Finally, delete the 'Archive' category, which will also delete all the recipes within it.",25,com.flauschcode.broccoli,Broccoli Recipe,260116180813.895881_95EB7F0CAB1E422A,"Tap the heart icon to add the ""BBQ Chicken Quesadillas"" recipe to your favorites.",TRUE,TRUE,task_5,,Batch Deletion via Category,scenario_application,"The app must contain multiple recipes, including one named 'Avocado Toast with Egg'."
260116180813.895881_95EB7F0CAB1E422A-006,"In the Broccoli Recipe app, find all recipes that are not assigned to any category. For each of these uncategorized recipes, if its title contains 'Chicken', mark it as a favorite. Otherwise, delete the recipe.",24,com.flauschcode.broccoli,Broccoli Recipe,260116180813.895881_95EB7F0CAB1E422A,"Tap the heart icon to add the ""BBQ Chicken Quesadillas"" recipe to your favorites.",TRUE,TRUE,task_6,,Conditional Batch Action,step_progression,"The app must contain several recipes that are not assigned to a category, some of which have 'Chicken' in the title."
260116180813.895881_95EB7F0CAB1E422A-007,"In the Broccoli Recipe app, find the recipe with the shortest preparation time and copy its entire ingredients list. Then, find the recipe with the longest preparation time and append the copied ingredients to its existing ingredients list.",30,com.flauschcode.broccoli,Broccoli Recipe,260116180813.895881_95EB7F0CAB1E422A,"Tap the heart icon to add the ""BBQ Chicken Quesadillas"" recipe to your favorites.",TRUE,TRUE,task_7,,Information Retrieval and Editing,scenario_application,The app must contain multiple recipes with clearly different preparation times.
260116181053.254130_5FFDD234041A92D3-001,"In the Broccoli Recipe app, find all recipes with 'Pasta' in the title. For each of these recipes, assign them to a new category called 'Italian Night' and append '(Pasta Dish)' to their title.",25,com.flauschcode.broccoli,Broccoli Recipe,260116181053.254130_5FFDD234041A92D3,"Favorite the ""BBQ Chicken Quesadillas"" recipe by tapping the heart icon, then navigate back to the main recipe list.",TRUE,TRUE,task_1,,"Batch editing, Category management, Search",scenario_application,"The app must contain at least one recipe with 'Pasta' in the title, such as 'Chicken Alfredo Pasta' which is visible in the screenshots."
260116181053.254130_5FFDD234041A92D3-002,"In the Broccoli Recipe app, start the cooking assistant for 'BBQ Chicken Quesadillas'. Read the single direction step. Exit the assistant. Then, find both 'Chicken Alfredo Pasta' recipes and replace their entire directions with the text you just read from the quesadillas recipe.",22,com.flauschcode.broccoli,Broccoli Recipe,260116181053.254130_5FFDD234041A92D3,"Favorite the ""BBQ Chicken Quesadillas"" recipe by tapping the heart icon, then navigate back to the main recipe list.",TRUE,TRUE,task_2,,"Cooking assistant, Information retrieval, Batch editing",step_progression,"The app must contain 'BBQ Chicken Quesadillas' and two 'Chicken Alfredo Pasta' recipes, as shown in the screenshots."
260116181053.254130_5FFDD234041A92D3-003,"In the Broccoli Recipe app, find the preparation time for 'Chicken Alfredo Pasta' and the serving size for 'Chicken Caesar Salad Wrap'. Then, edit both of the 'BBQ Chicken Quesadillas' recipes to have this preparation time and serving size.",28,com.flauschcode.broccoli,Broccoli Recipe,260116181053.254130_5FFDD234041A92D3,"Favorite the ""BBQ Chicken Quesadillas"" recipe by tapping the heart icon, then navigate back to the main recipe list.",TRUE,TRUE,task_3,,"Information retrieval, Batch editing",scenario_application,"The app must contain the specified recipes, which are visible in the screenshots."
260116181053.254130_5FFDD234041A92D3-004,"In the Broccoli Recipe app, calculate the total preparation time in hours and minutes for all recipes that have 'Chicken' in their title. Then, create a new recipe titled 'Total Chicken Prep Time' with the calculated total preparation time and a serving size of 1.",24,com.flauschcode.broccoli,Broccoli Recipe,260116181053.254130_5FFDD234041A92D3,"Favorite the ""BBQ Chicken Quesadillas"" recipe by tapping the heart icon, then navigate back to the main recipe list.",TRUE,TRUE,task_4,,"Information retrieval, Calculation, Recipe creation",scenario_application,"The app must contain multiple recipes with 'Chicken' in the title, as shown in the screenshots."
260116181053.254130_5FFDD234041A92D3-005,"In the Broccoli Recipe app, find all recipes that are exact duplicates. For each set of duplicates, keep one, and for all the others, edit their description to 'DUPLICATE - TO BE DELETED' and assign them to a new category called 'Redundant'.",30,com.flauschcode.broccoli,Broccoli Recipe,260116181053.254130_5FFDD234041A92D3,"Favorite the ""BBQ Chicken Quesadillas"" recipe by tapping the heart icon, then navigate back to the main recipe list.",TRUE,TRUE,task_5,,"Duplicate detection, Batch editing, Category management",step_progression,"The app must contain duplicate recipes, such as 'BBQ Chicken Quesadillas' and 'Chicken Alfredo Pasta'."
260116181053.254130_5FFDD234041A92D3-006,"In the Broccoli Recipe app, filter the main list to show only 'Favorites'. Then, for every recipe shown, edit its description to start with 'My Favorite: ' and change its serving size to 1.",18,com.flauschcode.broccoli,Broccoli Recipe,260116181053.254130_5FFDD234041A92D3,"Favorite the ""BBQ Chicken Quesadillas"" recipe by tapping the heart icon, then navigate back to the main recipe list.",TRUE,TRUE,task_6,,"Filtering, Batch editing",scenario_application,At least one recipe must be marked as a favorite.
260116181235.420365_8F3D54EA03C28CA1-001,"In the Broccoli Recipe app, find all recipes with 'Chicken' in the title. For each one, start the cooking assistant, count the direction steps, exit, and then edit the recipe's description to read 'A chicken dish with X steps', where X is the number you counted for that specific recipe.",25,com.flauschcode.broccoli,Broccoli Recipe,260116181235.420365_8F3D54EA03C28CA1,"Start the cooking assistant for the ""BBQ Chicken Quesadillas"" recipe by tapping the green fork and knife button.",TRUE,TRUE,task_1,,"batch_processing, feature_interaction, data_extraction, editing",scenario_application,The app must contain at least two recipes with 'Chicken' in the title.
260116181235.420365_8F3D54EA03C28CA1-002,"In the Broccoli Recipe app, delete all recipes that are NOT marked as favorites AND have a preparation time of 2 hours or more.",20,com.flauschcode.broccoli,Broccoli Recipe,260116181235.420365_8F3D54EA03C28CA1,"Start the cooking assistant for the ""BBQ Chicken Quesadillas"" recipe by tapping the green fork and knife button.",TRUE,TRUE,task_2,,"conditional_logic, batch_deletion",step_progression,"The app should contain a mix of favorited and non-favorited recipes, with at least one non-favorited recipe having a prep time of 2 hours or more."
260116181235.420365_8F3D54EA03C28CA1-003,"In the Broccoli Recipe app, find the total preparation time (in minutes) for all recipes containing 'Chicken' and the total serving size for all recipes containing 'Cod'. Create a new recipe titled 'Summary Recipe' with the calculated total preparation time and total serving size.",28,com.flauschcode.broccoli,Broccoli Recipe,260116181235.420365_8F3D54EA03C28CA1,"Start the cooking assistant for the ""BBQ Chicken Quesadillas"" recipe by tapping the green fork and knife button.",TRUE,TRUE,task_3,,"data_extraction, calculation, recipe_creation",scenario_application,The app must contain recipes with 'Chicken' and 'Cod' in their titles.
260116181235.420365_8F3D54EA03C28CA1-004,"In the Broccoli Recipe app, create a new category named 'Temporary'. Assign both 'Beef Stir Fry' and 'Avocado Toast with Egg' to this category. Then, navigate to the category management screen and rename the 'Temporary' category to 'Main Dishes'.",24,com.flauschcode.broccoli,Broccoli Recipe,260116181235.420365_8F3D54EA03C28CA1,"Start the cooking assistant for the ""BBQ Chicken Quesadillas"" recipe by tapping the green fork and knife button.",TRUE,TRUE,task_4,,"category_management, batch_assignment, renaming",step_progression,The app must contain 'Beef Stir Fry' and 'Avocado Toast with Egg' recipes.
260116181235.420365_8F3D54EA03C28CA1-005,"In the Broccoli Recipe app, find the 'Beef Stir Fry' recipe and copy its entire ingredients list. Then, find all recipes titled 'BBQ Chicken Quesadillas' and replace their existing ingredients with the copied list.",20,com.flauschcode.broccoli,Broccoli Recipe,260116181235.420365_8F3D54EA03C28CA1,"Start the cooking assistant for the ""BBQ Chicken Quesadillas"" recipe by tapping the green fork and knife button.",TRUE,TRUE,task_5,,"data_transfer, batch_editing",scenario_application,The app must contain a 'Beef Stir Fry' recipe and at least one 'BBQ Chicken Quesadillas' recipe.
260116181235.420365_8F3D54EA03C28CA1-006,"In the Broccoli Recipe app, find all recipes that are exact duplicates. For each set of duplicates, merge their serving sizes into a single recipe and then delete the redundant copies. For example, two identical recipes serving 2 people should become one recipe serving 4.",30,com.flauschcode.broccoli,Broccoli Recipe,260116181235.420365_8F3D54EA03C28CA1,"Start the cooking assistant for the ""BBQ Chicken Quesadillas"" recipe by tapping the green fork and knife button.",TRUE,TRUE,task_6,,"duplicate_handling, data_extraction, calculation, editing, deletion",step_progression,The app must contain at least one set of duplicate recipes.
260116181235.420365_8F3D54EA03C28CA1-007,"In the Broccoli Recipe app, move all recipes currently in the 'Breakfast' and 'Seafood' categories into a new category called 'Combined Meals'. After moving them, delete the now-empty 'Breakfast' and 'Seafood' categories.",35,com.flauschcode.broccoli,Broccoli Recipe,260116181235.420365_8F3D54EA03C28CA1,"Start the cooking assistant for the ""BBQ Chicken Quesadillas"" recipe by tapping the green fork and knife button.",TRUE,TRUE,task_7,,"category_management, batch_assignment, category_deletion",scenario_application,The app must have 'Breakfast' and 'Seafood' categories with recipes in them.
260116183232.200989_698A3CB89C935030-001,"In the Broccoli Recipe app, find all recipes that have a preparation time of 2 hours or more. For each of these recipes, append the text ' (long cook time)' to its title and assign it to a new category called 'Weekend Projects'.",26,com.flauschcode.broccoli,Broccoli Recipe,260116183232.200989_698A3CB89C935030,"Tap the more options menu, select to edit the recipe, change the serving size to ""4 servings"", and save the changes.",TRUE,FALSE,task_1,,"Conditional Batch Editing, Category Management",scenario_application,The app must contain at least two recipes with a preparation time of 2 hours or more.
260116183232.200989_698A3CB89C935030-002,"In the Broccoli Recipe app, search for all recipes containing the word 'Quesadillas'. For each recipe found, if it serves 2 people or less, change the serving size to 3. If it serves more than 2 people, change the description to 'Great for sharing!'.",22,com.flauschcode.broccoli,Broccoli Recipe,260116183232.200989_698A3CB89C935030,"Tap the more options menu, select to edit the recipe, change the serving size to ""4 servings"", and save the changes.",TRUE,FALSE,task_2,,"Search, Conditional Logic, Batch Editing",scenario_application,"The app must contain at least two recipes with 'Quesadillas' in the title, with varying serving sizes."
260116183232.200989_698A3CB89C935030-003,"In the Broccoli Recipe app, find the recipe with the longest preparation time and the recipe with the shortest preparation time. Create a new recipe titled 'Time Difference' where the preparation time is the difference between the longest and shortest times, and the serving size is the sum of their serving sizes.",24,com.flauschcode.broccoli,Broccoli Recipe,260116183232.200989_698A3CB89C935030,"Tap the more options menu, select to edit the recipe, change the serving size to ""4 servings"", and save the changes.",TRUE,FALSE,task_3,,"Data Extraction, Comparison, Calculation, Recipe Creation",scenario_application,The app must contain multiple recipes with varied preparation times and serving sizes.
260116183232.200989_698A3CB89C935030-004,"In the Broccoli Recipe app, create a new category called 'Poultry Dishes'. Assign all recipes with 'Chicken' in the title to this category. Then, navigate to the category management screen and rename the 'Poultry Dishes' category to 'Chicken Dinners'.",30,com.flauschcode.broccoli,Broccoli Recipe,260116183232.200989_698A3CB89C935030,"Tap the more options menu, select to edit the recipe, change the serving size to ""4 servings"", and save the changes.",TRUE,FALSE,task_4,,"Category Creation, Batch Assignment, Category Renaming",step_progression,The app must contain at least two recipes with 'Chicken' in the title.
260116183606.615734_6817C40ABB2654D3-001,"In the Broccoli Recipe app, find all recipes that have an empty 'Source' field. For each of these recipes, set the source to 'Source unknown' and assign them to a new category called 'Needs Source'.",28,com.flauschcode.broccoli,Broccoli Recipe,260116183606.615734_6817C40ABB2654D3,"Tap the more options menu, select to edit the recipe, add ""1/2 cup chopped red onion"" to the ingredients list, and save the recipe.",TRUE,TRUE,task_1,,"Conditional Batch Editing, Category Management",scenario_application,The app should contain at least two recipes with an empty 'Source' field.
260116183606.615734_6817C40ABB2654D3-002,"In the Broccoli Recipe app, find all recipes that have 'experimenting' in their description. For each of these recipes, create a new recipe with the title '[TEST] ' followed by the original recipe's title. Set the new recipe's preparation time to '1 min' and its servings to '1'.",25,com.flauschcode.broccoli,Broccoli Recipe,260116183606.615734_6817C40ABB2654D3,"Tap the more options menu, select to edit the recipe, add ""1/2 cup chopped red onion"" to the ingredients list, and save the recipe.",TRUE,TRUE,task_2,,"Batch Creation, Data Extraction",step_progression,The app should contain at least two recipes with the word 'experimenting' in their description.
260116183606.615734_6817C40ABB2654D3-003,"In the Broccoli Recipe app, start the cooking assistant for the 'Beef Stir Fry' recipe. Read the final direction step. Exit the assistant, then create a new recipe where the title is 'Final Step' and the entire description is the text of the direction step you just read.",16,com.flauschcode.broccoli,Broccoli Recipe,260116183606.615734_6817C40ABB2654D3,"Tap the more options menu, select to edit the recipe, add ""1/2 cup chopped red onion"" to the ingredients list, and save the recipe.",TRUE,TRUE,task_3,,"Multi-feature Interaction, Data Extraction, Recipe Creation",scenario_application,A recipe named 'Beef Stir Fry' with multiple direction steps must exist.
260116183606.615734_6817C40ABB2654D3-004,"In the Broccoli Recipe app, move all recipes currently in the 'Poultry' and 'Seafood' categories into a new category called 'Main Courses'. After moving them, delete the now-empty 'Poultry' and 'Seafood' categories.",35,com.flauschcode.broccoli,Broccoli Recipe,260116183606.615734_6817C40ABB2654D3,"Tap the more options menu, select to edit the recipe, add ""1/2 cup chopped red onion"" to the ingredients list, and save the recipe.",TRUE,TRUE,task_4,,"Batch Category Management, Deletion",step_progression,"The app must have existing categories named 'Poultry' and 'Seafood', each containing at least one recipe."
260116183606.615734_6817C40ABB2654D3-005,"In the Broccoli Recipe app, calculate and report the average preparation time in minutes for all recipes that are marked as favorites.",15,com.flauschcode.broccoli,Broccoli Recipe,260116183606.615734_6817C40ABB2654D3,"Tap the more options menu, select to edit the recipe, add ""1/2 cup chopped red onion"" to the ingredients list, and save the recipe.",TRUE,TRUE,task_5,,"Data Aggregation, Filtering, Agent Answer",scenario_application,"The app must contain at least two recipes marked as favorites, with preparation times specified in minutes."
260116183606.615734_6817C40ABB2654D3-006,"In the Broccoli Recipe app, find all recipes where the description contains the phrase 'any time of the day'. For each of these recipes, replace that specific phrase with 'a perfect meal' without changing the rest of the description.",22,com.flauschcode.broccoli,Broccoli Recipe,260116183606.615734_6817C40ABB2654D3,"Tap the more options menu, select to edit the recipe, add ""1/2 cup chopped red onion"" to the ingredients list, and save the recipe.",TRUE,TRUE,task_6,,"Conditional Batch Editing, Text Manipulation",parameter_change,The app must contain at least two recipes with the exact phrase 'any time of the day' in their description.
260116183606.615734_6817C40ABB2654D3-007,"In the Broccoli Recipe app, first create a new category named 'Temporary'. Assign the 'Avocado Toast with Egg' recipe to this 'Temporary' category. Then, navigate to the category management screen and rename the 'Temporary' category to 'Breakfast Favorites'.",18,com.flauschcode.broccoli,Broccoli Recipe,260116183606.615734_6817C40ABB2654D3,"Tap the more options menu, select to edit the recipe, add ""1/2 cup chopped red onion"" to the ingredients list, and save the recipe.",TRUE,TRUE,task_7,,"Category Management, Renaming",step_progression,A recipe named 'Avocado Toast with Egg' must exist.
260116184222.625411_90D49C42EA271A2C-001,"In the Broccoli Recipe app, find the 'Avocado Toast with Egg' recipe and copy its 'Source' field text. Then, find all other recipes that have an empty 'Source' field and paste the copied text into their 'Source' field.",20,com.flauschcode.broccoli,Broccoli Recipe,260116184222.625411_90D49C42EA271A2C,"Tap the three-dot menu, select ""Edit"", change the cooking time to ""1 hr 30 mins"", and save the recipe.",TRUE,TRUE,task_1,,"Data transfer, conditional batch editing",scenario_application,"The 'Avocado Toast with Egg' recipe must have text in its 'Source' field, and at least one other recipe must have an empty 'Source' field."
